Ukazatel;Území;Typ indexu;Klasifikace produkce;Kumulace měsíců;value
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – červen 2022;113.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – červenec 2022;114.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – srpen 2022;114.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – září 2022;114.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – říjen 2022;115.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – listopad 2022;115.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – prosinec 2022;116.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden 2023;124.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – únor 2023;124.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – březen 2023;124.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – duben 2023;124.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – květen 2023;124.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – červen 2023;124.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – červenec 2023;124.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – srpen 2023;124.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – září 2023;124.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – říjen 2023;124.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – listopad 2023;124.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – prosinec 2023;124.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – únor 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – březen 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – duben 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – květen 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – červen 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – červenec 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – srpen 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – září 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – říjen 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – listopad 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – prosinec 2024;127.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden 2025;129.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – únor 2025;130.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – březen 2025;131.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní dopravní prostředky a zařízení, vč. souvisejících služeb a prací;leden – duben 2025;131.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2015;100.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – únor 2015;100.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – březen 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – duben 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – květen 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červen 2015;100.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červenec 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – srpen 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – září 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – říjen 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – listopad 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – prosinec 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2016;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – únor 2016;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – březen 2016;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – duben 2016;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – květen 2016;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červen 2016;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červenec 2016;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – srpen 2016;99.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – září 2016;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – říjen 2016;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – listopad 2016;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – prosinec 2016;99.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2017;99.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – únor 2017;99.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – březen 2017;99.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – duben 2017;99.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – květen 2017;99.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červen 2017;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červenec 2017;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – srpen 2017;99.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – září 2017;99.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – říjen 2017;98.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – listopad 2017;98.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – prosinec 2017;98.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2018;98.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – únor 2018;98.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – březen 2018;98.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – duben 2018;98.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – květen 2018;99.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červen 2018;99.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červenec 2018;99.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – srpen 2018;99.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – září 2018;99.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – říjen 2018;99.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – listopad 2018;99.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – prosinec 2018;99.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2019;100.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – únor 2019;100.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – březen 2019;100.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – duben 2019;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – květen 2019;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červen 2019;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červenec 2019;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – srpen 2019;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – září 2019;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – říjen 2019;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – listopad 2019;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – prosinec 2019;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2020;101.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – únor 2020;101.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – březen 2020;101.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – duben 2020;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – květen 2020;102.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červen 2020;102.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červenec 2020;102.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – srpen 2020;102.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – září 2020;102.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – říjen 2020;103.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – listopad 2020;103.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – prosinec 2020;103.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2021;105.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – únor 2021;105.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – březen 2021;105.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – duben 2021;106.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – květen 2021;106.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červen 2021;106.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červenec 2021;107.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – srpen 2021;107.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – září 2021;108.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – říjen 2021;108.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – listopad 2021;109.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – prosinec 2021;109.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2022;117.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – únor 2022;118.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – březen 2022;118.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – duben 2022;119.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – květen 2022;120.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červen 2022;120.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červenec 2022;121.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – srpen 2022;121.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – září 2022;122.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – říjen 2022;122.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – listopad 2022;123.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – prosinec 2022;123.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2023;130.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – únor 2023;130.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – březen 2023;130.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – duben 2023;130.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – květen 2023;130.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červen 2023;130.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červenec 2023;130.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – srpen 2023;129.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – září 2023;129.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – říjen 2023;129.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – listopad 2023;129.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – prosinec 2023;129.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2024;132.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – únor 2024;132.5
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – březen 2024;132.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – duben 2024;132.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – květen 2024;132.7
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červen 2024;132.6
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – červenec 2024;132.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – srpen 2024;132.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – září 2024;132.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – říjen 2024;132.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – listopad 2024;132.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – prosinec 2024;132.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden 2025;133.3
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – únor 2025;133.8
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – březen 2025;134.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Nábytek, vč. souvisejících služeb a prací;leden – duben 2025;134.4
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2015;99.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – únor 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – březen 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – duben 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – květen 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červen 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červenec 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – srpen 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – září 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – říjen 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – listopad 2015;100.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – prosinec 2015;100.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2016;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – únor 2016;100.9
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – březen 2016;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – duben 2016;101.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – květen 2016;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červen 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červenec 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – srpen 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – září 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – říjen 2016;101.2
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – listopad 2016;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – prosinec 2016;101.1
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – únor 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – březen 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – duben 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – květen 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červen 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – červenec 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – srpen 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – září 2017;102.0
Index cen průmyslových výrobců (%);Česko;Bazický index (2015 = 100);Ostatní výrobky zpracovatelského průmyslu, vč. subdodavatelských prací;leden – říjen 2017;101.9
