Území;Institucionální sektor ;Ukazatel;Odvětví ekonomické činnosti;Roky;value
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zpracovatelský průmysl;2016;9.1254796208
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zpracovatelský průmysl;2015;8.8529744977
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zpracovatelský průmysl;2014;9.7446967836
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zpracovatelský průmysl;2013;6.4478994465
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2022;2.27
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2021;1.8
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2020;1.2806652807
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2019;1.5049604843
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2018;1.9278341721
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2017;1.3901031649
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2016;1.5150140615
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2015;3.5425560905
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2014;13.3139816159
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2013;15.4682274247
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2022;9.4
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2021;10.23
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2020;8.4767100294
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2019;8.0691642651
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2018;6.5185403178
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2017;7.0669745958
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2016;7.3174529036
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2015;6.3617329683
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2014;6.7437074561
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2013;6.6817077404
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Stavebnictví;2022;8.54
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Stavebnictví;2021;7.76
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Stavebnictví;2020;7.3746392108
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Stavebnictví;2019;7.8858804566
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Stavebnictví;2018;8.6508447704
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Stavebnictví;2017;8.1104239834
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Stavebnictví;2016;7.9601392724
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Stavebnictví;2015;7.8622632144
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Stavebnictví;2014;8.0523809801
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Stavebnictví;2013;6.3013370484
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2022;9.15
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2021;9.2
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2020;8.9182504846
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2019;9.4679883796
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2018;9.3191332567
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2017;10.3235091507
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2016;9.7630012635
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2015;9.3640847997
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2014;9.9626207887
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2013;9.0623404518
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Doprava a skladování;2022;12.42
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Doprava a skladování;2021;11.94
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Doprava a skladování;2020;8.4609945793
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Doprava a skladování;2019;8.3736258449
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Doprava a skladování;2018;8.8580654631
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Doprava a skladování;2017;8.0118619788
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Doprava a skladování;2016;6.3659304352
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Doprava a skladování;2015;5.9489051095
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Doprava a skladování;2014;6.4855818744
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Doprava a skladování;2013;4.6382387517
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2022;8.59
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2021;8.38
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2020;8.5333243639
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2019;9.6673509923
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2018;9.5717199184
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2017;10.0404579496
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2016;9.5991350632
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2015;8.1087045084
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2014;9.1368597817
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2013;8.7240423062
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Informační a komunikační činnosti;2022;10.77
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Informační a komunikační činnosti;2021;11.18
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Informační a komunikační činnosti;2020;10.6288338056
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Informační a komunikační činnosti;2019;10.786259542
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Informační a komunikační činnosti;2018;11.8667898606
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Informační a komunikační činnosti;2017;11.8106657432
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Informační a komunikační činnosti;2016;10.0911222295
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Informační a komunikační činnosti;2015;9.6283473654
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Informační a komunikační činnosti;2014;9.9291753596
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Informační a komunikační činnosti;2013;6.9304580748
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Peněžní zprostředkování;2022;9.31
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Peněžní zprostředkování;2021;9.06
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Peněžní zprostředkování;2020;7.2561391542
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Peněžní zprostředkování;2019;7.0644632269
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Peněžní zprostředkování;2018;7.1341115011
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Peněžní zprostředkování;2017;4.8435801425
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Peněžní zprostředkování;2016;7.9193848172
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Peněžní zprostředkování;2015;8.4806787395
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Peněžní zprostředkování;2014;11.9972332699
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Peněžní zprostředkování;2013;13.8781490375
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2022;10.61
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2021;13.04
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2020;11.1510987513
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2019;11.620156672
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2018;9.9684542587
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2017;8.8422685166
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2016;8.6166092943
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2015;7.0274672066
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2014;7.6086030664
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2013;7.8175664481
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2022;8.01
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2021;7.76
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2020;7.337493089
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2019;8.1167227834
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2018;10.1507256691
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2017;9.1550304902
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2016;8.2777551298
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2015;8.0036321906
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2014;8.7542853244
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2013;7.9459767615
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2022;13.16
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2021;12.57
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2020;10.2157676349
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2019;10.7421819525
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2018;10.3412738141
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2017;9.3133435153
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2016;8.1752570735
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2015;7.9213664196
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2014;8.4827653296
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2013;8.8502303117
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Vzdělávání;2022;11.62
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Vzdělávání;2021;10.14
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Vzdělávání;2020;9.3881086996
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Vzdělávání;2019;10.2607735823
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Vzdělávání;2018;10.2023286887
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Vzdělávání;2017;8.9517137853
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Vzdělávání;2016;8.6252681034
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Vzdělávání;2015;8.401126408
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Vzdělávání;2014;9.1955835962
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Vzdělávání;2013;9.0159961222
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zdravotní a sociální péče;2022;4.03
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zdravotní a sociální péče;2021;3.59
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zdravotní a sociální péče;2020;3.3749194191
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zdravotní a sociální péče;2019;3.812016386
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zdravotní a sociální péče;2018;4.2054307541
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zdravotní a sociální péče;2017;3.4982546669
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zdravotní a sociální péče;2016;3.8064291517
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zdravotní a sociální péče;2015;3.6238497224
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zdravotní a sociální péče;2014;4.1790819598
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Zdravotní a sociální péče;2013;4.4144445684
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Kulturní, zábavní a rekreační činnosti;2022;9.66
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Kulturní, zábavní a rekreační činnosti;2021;8.5
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Kulturní, zábavní a rekreační činnosti;2020;8.8842486802
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Kulturní, zábavní a rekreační činnosti;2019;10.5171009772
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Kulturní, zábavní a rekreační činnosti;2018;11.8161831271
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Kulturní, zábavní a rekreační činnosti;2017;9.9211933577
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Kulturní, zábavní a rekreační činnosti;2016;8.8653012408
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Kulturní, zábavní a rekreační činnosti;2015;9.3204585356
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Kulturní, zábavní a rekreační činnosti;2014;9.8073082528
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Kulturní, zábavní a rekreační činnosti;2013;8.7762884215
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Osobní služby ;2022;8.41
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Osobní služby ;2021;7.23
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Osobní služby ;2020;7.9756907462
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Osobní služby ;2019;8.5630743525
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Osobní služby ;2018;8.4097554492
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Osobní služby ;2017;8.3065453799
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Osobní služby ;2016;7.888809345
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Osobní služby ;2015;7.6246072551
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Osobní služby ;2014;8.0917524279
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Míra vzniků podniků (%);Osobní služby ;2013;8.7303194057
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Celkem;2022;
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Celkem;2021;87999.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Celkem;2020;82725.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Celkem;2019;82242.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Celkem;2018;83026.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Celkem;2017;83665.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Celkem;2016;91384.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Celkem;2015;86182.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Celkem;2014;89083.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Celkem;2013;89786.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Těžba a dobývání;2022;
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Těžba a dobývání;2021;28.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Těžba a dobývání;2020;17.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Těžba a dobývání;2019;15.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Těžba a dobývání;2018;25.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Těžba a dobývání;2017;13.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Těžba a dobývání;2016;24.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Těžba a dobývání;2015;14.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Těžba a dobývání;2014;24.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Těžba a dobývání;2013;16.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Zpracovatelský průmysl;2022;
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Zpracovatelský průmysl;2021;12130.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Zpracovatelský průmysl;2020;11396.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Zpracovatelský průmysl;2019;12201.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Zpracovatelský průmysl;2018;12266.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Zpracovatelský průmysl;2017;11900.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Zpracovatelský průmysl;2016;12538.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Zpracovatelský průmysl;2015;12376.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Zpracovatelský průmysl;2014;12357.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Zpracovatelský průmysl;2013;10147.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2022;
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Počet zaniklých podniků;Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2021;279.0
