Území,Typ ceny,Očištění,Země,Měsíce,Ukazatel,value
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2019,Obrat zboží (v mil. Kč),584641.395766
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2019,Vývoz (meziroční index),109.1028662512
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2019,Dovoz (meziroční index),106.4754778145
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2019,Obrat zboží (meziroční index),107.7692463415
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2019,"Vývoz (v mil. Kč, FOB)",302604.758761
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2019,"Dovoz (v mil. Kč, CIF)",285643.018829
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2019,Bilance (v mil. Kč),16961.739932
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2019,Obrat zboží (v mil. Kč),588247.77759
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2019,Vývoz (meziroční index),95.4629736231
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2019,Dovoz (meziroční index),94.0403438221
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2019,Obrat zboží (meziroční index),94.7668323595
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2019,"Vývoz (v mil. Kč, FOB)",330677.988249
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2019,"Dovoz (v mil. Kč, CIF)",306519.900641
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2019,Bilance (v mil. Kč),24158.087608
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2019,Obrat zboží (v mil. Kč),637197.88889
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2019,Vývoz (meziroční index),107.6210189542
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2019,Dovoz (meziroční index),101.9942023931
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2019,Obrat zboží (meziroční index),104.8387853024
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2019,"Vývoz (v mil. Kč, FOB)",314829.923683
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2019,"Dovoz (v mil. Kč, CIF)",298956.083502
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2019,Bilance (v mil. Kč),15873.840181
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2019,Obrat zboží (v mil. Kč),613786.007185
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2019,Vývoz (meziroční index),107.4617746678
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2019,Dovoz (meziroční index),107.7383449204
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2019,Obrat zboží (meziroční index),107.5963058441
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2019,"Vývoz (v mil. Kč, FOB)",327862.460023
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2019,"Dovoz (v mil. Kč, CIF)",312107.789999
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2019,Bilance (v mil. Kč),15754.670024
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2019,Obrat zboží (v mil. Kč),639970.250022
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2019,Vývoz (meziroční index),104.9404507284
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2019,Dovoz (meziroční index),105.636552609
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2019,Obrat zboží (meziroční index),105.2787836576
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2019,"Vývoz (v mil. Kč, FOB)",299072.782359
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2019,"Dovoz (v mil. Kč, CIF)",283560.881145
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2019,Bilance (v mil. Kč),15511.901214
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2019,Obrat zboží (v mil. Kč),582633.663504
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2019,Vývoz (meziroční index),105.2827232838
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2019,Dovoz (meziroční index),106.7034459896
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2019,Obrat zboží (meziroční index),105.969415554
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2019,"Vývoz (v mil. Kč, FOB)",304524.083284
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2019,"Dovoz (v mil. Kč, CIF)",287545.89207
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2019,Bilance (v mil. Kč),16978.191214
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2019,Obrat zboží (v mil. Kč),592069.975354
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2019,Vývoz (meziroční index),100.9671768029
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2019,Dovoz (meziroční index),102.1617406964
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2019,Obrat zboží (meziroční index),101.5438220746
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2018,"Vývoz (v mil. Kč, FOB)",253019.726411
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2018,"Dovoz (v mil. Kč, CIF)",257634.327948
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2018,Bilance (v mil. Kč),-4614.601537
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2018,Obrat zboží (v mil. Kč),510654.054359
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2018,Vývoz (meziroční index),100.6719214301
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2018,Dovoz (meziroční index),101.0371304824
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2018,Obrat zboží (meziroční index),100.855845492
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2018,"Vývoz (v mil. Kč, FOB)",346996.904255
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2018,"Dovoz (v mil. Kč, CIF)",329899.369089
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2018,Bilance (v mil. Kč),17097.535166
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2018,Obrat zboží (v mil. Kč),676896.273344
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2018,Vývoz (meziroční index),109.4676281277
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2018,Dovoz (meziroční index),107.9084573016
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2018,Obrat zboží (meziroční index),108.7021448784
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2018,"Vývoz (v mil. Kč, FOB)",347037.835683
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2018,"Dovoz (v mil. Kč, CIF)",347683.154495
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2018,Bilance (v mil. Kč),-645.318812
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2018,Obrat zboží (v mil. Kč),694720.990178
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2018,Vývoz (meziroční index),109.8031623988
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2018,Dovoz (meziroční index),113.2665455402
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2018,Obrat zboží (meziroční index),111.509575889
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2018,"Vývoz (v mil. Kč, FOB)",300638.347304
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2018,"Dovoz (v mil. Kč, CIF)",289918.091868
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2018,Bilance (v mil. Kč),10720.255436
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2018,Obrat zboží (v mil. Kč),590556.439172
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2018,Vývoz (meziroční index),101.3902328768
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2018,Dovoz (meziroční index),104.3594221784
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2018,Obrat zboží (meziroční index),102.8264663393
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2018,"Vývoz (v mil. Kč, FOB)",286096.792757
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2018,"Dovoz (v mil. Kč, CIF)",292860.340107
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2018,Bilance (v mil. Kč),-6763.54735
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2018,Obrat zboží (v mil. Kč),578957.132864
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2018,Vývoz (meziroční index),103.578576927
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2018,Dovoz (meziroční index),107.9483828401
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2018,Obrat zboží (meziroční index),105.7438632556
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2018,"Vývoz (v mil. Kč, FOB)",267132.675916
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2018,"Dovoz (v mil. Kč, CIF)",275361.046192
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2018,Bilance (v mil. Kč),-8228.370276
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2018,Obrat zboží (v mil. Kč),542493.722108
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2018,Vývoz (meziroční index),110.76953673
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2018,Dovoz (meziroční index),113.2685086453
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2018,Obrat zboží (meziroční index),112.0240382834
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2018,"Vývoz (v mil. Kč, FOB)",316986.520822
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2018,"Dovoz (v mil. Kč, CIF)",303745.187671
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2018,Bilance (v mil. Kč),13241.333151
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2018,Obrat zboží (v mil. Kč),620731.708493
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2018,Vývoz (meziroční index),101.1651453813
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2018,Dovoz (meziroční index),103.798448285
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2018,Obrat zboží (meziroční index),102.4368067075
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2018,"Vývoz (v mil. Kč, FOB)",307261.528893
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2018,"Dovoz (v mil. Kč, CIF)",300526.788238
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2018,Bilance (v mil. Kč),6734.740655
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2018,Obrat zboží (v mil. Kč),607788.317131
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2018,Vývoz (meziroční index),97.9036914058
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2018,Dovoz (meziroční index),100.9626958272
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2018,Obrat zboží (meziroční index),99.3927253837
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2018,"Vývoz (v mil. Kč, FOB)",292969.220596
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2018,"Dovoz (v mil. Kč, CIF)",277483.456538
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2018,Bilance (v mil. Kč),15485.764058
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2018,Obrat zboží (v mil. Kč),570452.677134
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2018,Vývoz (meziroční index),105.5852944843
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2018,Dovoz (meziroční index),105.6796248318
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2018,Obrat zboží (meziroční index),105.6311582475
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2018,"Vývoz (v mil. Kč, FOB)",312427.150586
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2018,"Dovoz (v mil. Kč, CIF)",295454.350119
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2018,Bilance (v mil. Kč),16972.800467
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2018,Obrat zboží (v mil. Kč),607881.500705
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2018,Vývoz (meziroční index),92.703624201
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2018,Dovoz (meziroční index),95.4366170197
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2018,Obrat zboží (meziroční index),94.0121396453
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2018,"Vývoz (v mil. Kč, FOB)",284066.34349
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2018,"Dovoz (v mil. Kč, CIF)",265746.694978
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2018,Bilance (v mil. Kč),18319.648512
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2018,Obrat zboží (v mil. Kč),549813.038468
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2018,Vývoz (meziroční index),99.6990259421
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2018,Dovoz (meziroční index),101.3077865462
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2018,Obrat zboží (meziroční index),100.4701754647
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2018,"Vývoz (v mil. Kč, FOB)",301607.010245
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2018,"Dovoz (v mil. Kč, CIF)",281461.425882
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2018,Bilance (v mil. Kč),20145.584363
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2018,Obrat zboží (v mil. Kč),583068.436127
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2018,Vývoz (meziroční index),104.7072673992
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2018,Dovoz (meziroční index),106.2955987203
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2018,Obrat zboží (meziroční index),105.4680244397
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2017,"Vývoz (v mil. Kč, FOB)",251330.979698
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2017,"Dovoz (v mil. Kč, CIF)",254989.770687
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2017,Bilance (v mil. Kč),-3658.790989
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2017,Obrat zboží (v mil. Kč),506320.750385
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2017,Vývoz (meziroční index),101.6274222284
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2017,Dovoz (meziroční index),99.7366754589
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2017,Obrat zboží (meziroční index),100.6663416579
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2017,"Vývoz (v mil. Kč, FOB)",316985.861656
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2017,"Dovoz (v mil. Kč, CIF)",305721.537334
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2017,Bilance (v mil. Kč),11264.324322
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2017,Obrat zboží (v mil. Kč),622707.39899
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2017,Vývoz (meziroční index),104.6224796127
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2017,Dovoz (meziroční index),103.7564697336
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2017,Obrat zboží (meziroční index),104.19550833
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2017,"Vývoz (v mil. Kč, FOB)",316054.499799
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2017,"Dovoz (v mil. Kč, CIF)",306960.156851
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2017,Bilance (v mil. Kč),9094.342948
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2017,Obrat zboží (v mil. Kč),623014.65665
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2017,Vývoz (meziroční index),110.9873297611
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2017,Dovoz (meziroční index),113.6604292467
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2017,Obrat zboží (meziroční index),112.2884719132
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2017,"Vývoz (v mil. Kč, FOB)",296516.08323
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2017,"Dovoz (v mil. Kč, CIF)",277807.313169
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2017,Bilance (v mil. Kč),18708.770061
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2017,Obrat zboží (v mil. Kč),574323.396399
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2017,Vývoz (meziroční index),102.7381589374
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2017,Dovoz (meziroční index),103.1811143884
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2017,Obrat zboží (meziroční index),102.9519460699
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2017,"Vývoz (v mil. Kč, FOB)",276212.322321
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2017,"Dovoz (v mil. Kč, CIF)",271296.696625
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2017,Bilance (v mil. Kč),4915.625696
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2017,Obrat zboží (v mil. Kč),547509.018946
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2017,Vývoz (meziroční index),105.1739675989
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2017,Dovoz (meziroční index),106.2663487394
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2017,Obrat zboží (meziroční index),105.7124329107
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2017,"Vývoz (v mil. Kč, FOB)",241160.777414
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2017,"Dovoz (v mil. Kč, CIF)",243104.813769
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2017,Bilance (v mil. Kč),-1944.036355
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2017,Obrat zboží (v mil. Kč),484265.591183
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2017,Vývoz (meziroční index),106.3000579544
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2017,Dovoz (meziroční index),107.0582217423
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2017,Obrat zboží (meziroční index),106.6793145788
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2017,"Vývoz (v mil. Kč, FOB)",313335.704335
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2017,"Dovoz (v mil. Kč, CIF)",292629.864398
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2017,Bilance (v mil. Kč),20705.839937
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2017,Obrat zboží (v mil. Kč),605965.568733
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2017,Vývoz (meziroční index),106.0913280392
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2017,Dovoz (meziroční index),106.2946613682
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2017,Obrat zboží (meziroční index),106.1894235379
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2017,"Vývoz (v mil. Kč, FOB)",313840.596285
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2017,"Dovoz (v mil. Kč, CIF)",297661.253418
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2017,Bilance (v mil. Kč),16179.342867
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2017,Obrat zboží (v mil. Kč),611501.849703
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2017,Vývoz (meziroční index),112.2394198492
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2017,Dovoz (meziroční index),113.2912361203
Česko,Běžné ceny,Bez očištění,Svět celkem,květen 2017,Obrat zboží (meziroční index),112.7489626329
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2017,"Vývoz (v mil. Kč, FOB)",277471.613852
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2017,"Dovoz (v mil. Kč, CIF)",262570.448159
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2017,Bilance (v mil. Kč),14901.165693
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2017,Obrat zboží (v mil. Kč),540042.062011
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2017,Vývoz (meziroční index),97.6380598312
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2017,Dovoz (meziroční index),100.8641339898
Česko,Běžné ceny,Bez očištění,Svět celkem,duben 2017,Obrat zboží (meziroční index),99.1804055083
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2017,"Vývoz (v mil. Kč, FOB)",337017.191376
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2017,"Dovoz (v mil. Kč, CIF)",309581.754849
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2017,Bilance (v mil. Kč),27435.436527
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2017,Obrat zboží (v mil. Kč),646598.946225
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2017,Vývoz (meziroční index),115.5662525648
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2017,Dovoz (meziroční index),114.3652122154
Česko,Běžné ceny,Bez očištění,Svět celkem,březen 2017,Obrat zboží (meziroční index),114.9880808405
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2017,"Vývoz (v mil. Kč, FOB)",284923.890485
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2017,"Dovoz (v mil. Kč, CIF)",262316.159535
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2017,Bilance (v mil. Kč),22607.73095
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2017,Obrat zboží (v mil. Kč),547240.05002
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2017,Vývoz (meziroční index),102.088430576
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2017,Dovoz (meziroční index),101.2026379166
Česko,Běžné ceny,Bez očištění,Svět celkem,únor 2017,Obrat zboží (meziroční index),101.6619044318
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2017,"Vývoz (v mil. Kč, FOB)",288047.82871
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2017,"Dovoz (v mil. Kč, CIF)",264791.232441
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2017,Bilance (v mil. Kč),23256.596269
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2017,Obrat zboží (v mil. Kč),552839.061151
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2017,Vývoz (meziroční index),112.4819211315
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2017,Dovoz (meziroční index),112.584355899
Česko,Běžné ceny,Bez očištění,Svět celkem,leden 2017,Obrat zboží (meziroční index),112.5309606554
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2016,"Vývoz (v mil. Kč, FOB)",247306.262608
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2016,"Dovoz (v mil. Kč, CIF)",255662.994093
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2016,Bilance (v mil. Kč),-8356.731485
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2016,Obrat zboží (v mil. Kč),502969.256701
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2016,Vývoz (meziroční index),101.0722973184
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2016,Dovoz (meziroční index),103.9962734511
Česko,Běžné ceny,Bez očištění,Svět celkem,prosinec 2016,Obrat zboží (meziroční index),102.5377310352
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2016,"Vývoz (v mil. Kč, FOB)",302980.643194
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2016,"Dovoz (v mil. Kč, CIF)",294652.987056
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2016,Bilance (v mil. Kč),8327.656138
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2016,Obrat zboží (v mil. Kč),597633.63025
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2016,Vývoz (meziroční index),104.3584014158
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2016,Dovoz (meziroční index),104.97729549
Česko,Běžné ceny,Bez očištění,Svět celkem,listopad 2016,Obrat zboží (meziroční index),104.6626218446
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2016,"Vývoz (v mil. Kč, FOB)",284766.28862
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2016,"Dovoz (v mil. Kč, CIF)",270067.743792
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2016,Bilance (v mil. Kč),14698.544828
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2016,Obrat zboží (v mil. Kč),554834.032412
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2016,Vývoz (meziroční index),96.0097293895
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2016,Dovoz (meziroční index),95.9642316561
Česko,Běžné ceny,Bez očištění,Svět celkem,říjen 2016,Obrat zboží (meziroční index),95.9875777932
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2016,"Vývoz (v mil. Kč, FOB)",288613.3899
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2016,"Dovoz (v mil. Kč, CIF)",269242.404306
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2016,Bilance (v mil. Kč),19370.985594
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2016,Obrat zboží (v mil. Kč),557855.794206
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2016,Vývoz (meziroční index),99.8172425941
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2016,Dovoz (meziroční index),98.5636437087
Česko,Běžné ceny,Bez očištění,Svět celkem,září 2016,Obrat zboží (meziroční index),99.2082512032
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2016,"Vývoz (v mil. Kč, FOB)",262624.229766
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2016,"Dovoz (v mil. Kč, CIF)",255298.784463
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2016,Bilance (v mil. Kč),7325.445303
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2016,Obrat zboží (v mil. Kč),517923.014229
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2016,Vývoz (meziroční index),115.9302429588
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2016,Dovoz (meziroční index),111.844450338
Česko,Běžné ceny,Bez očištění,Svět celkem,srpen 2016,Obrat zboží (meziroční index),113.8795939723
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2016,"Vývoz (v mil. Kč, FOB)",226867.96419
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2016,"Dovoz (v mil. Kč, CIF)",227077.20137
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2016,Bilance (v mil. Kč),-209.23718
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2016,Obrat zboží (v mil. Kč),453945.16556
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2016,Vývoz (meziroční index),83.2458740964
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2016,Dovoz (meziroční index),84.6778402893
Česko,Běžné ceny,Bez očištění,Svět celkem,červenec 2016,Obrat zboží (meziroční index),83.9560816567
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2016,"Vývoz (v mil. Kč, FOB)",295345.255947
Česko,Běžné ceny,Bez očištění,Svět celkem,červen 2016,"Dovoz (v mil. Kč, CIF)",275300.622469
