Ukazatel,Území,Typ indexu,Klasifikace produkce,Čtvrtletí,value
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",2. čtvrtletí 2021,121.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",3. čtvrtletí 2021,121.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",4. čtvrtletí 2021,121.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",1. čtvrtletí 2022,127.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",2. čtvrtletí 2022,127.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",3. čtvrtletí 2022,127.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",4. čtvrtletí 2022,127.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",1. čtvrtletí 2023,148.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",2. čtvrtletí 2023,148.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",3. čtvrtletí 2023,148.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",4. čtvrtletí 2023,148.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",1. čtvrtletí 2024,161.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",2. čtvrtletí 2024,161.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",3. čtvrtletí 2024,161.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",4. čtvrtletí 2024,161.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",1. čtvrtletí 2025,168.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),"ZÁSOBOVÁNÍ VODOU; SLUŽBY SOUVISEJÍCÍ S ODPADNÍMI VODAMI, ODPADY A SANACEMI",2. čtvrtletí 2025,168.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,1. čtvrtletí 2015,100.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,2. čtvrtletí 2015,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,3. čtvrtletí 2015,99.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,4. čtvrtletí 2015,99.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,1. čtvrtletí 2016,93.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,2. čtvrtletí 2016,91.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,3. čtvrtletí 2016,92.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,4. čtvrtletí 2016,92.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,1. čtvrtletí 2017,99.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,2. čtvrtletí 2017,99.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,3. čtvrtletí 2017,96.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,4. čtvrtletí 2017,97.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,1. čtvrtletí 2018,108.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,2. čtvrtletí 2018,108.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,3. čtvrtletí 2018,108.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,4. čtvrtletí 2018,108.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,1. čtvrtletí 2019,118.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,2. čtvrtletí 2019,118.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,3. čtvrtletí 2019,118.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,4. čtvrtletí 2019,114.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,1. čtvrtletí 2020,112.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,2. čtvrtletí 2020,113.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,3. čtvrtletí 2020,111.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,4. čtvrtletí 2020,109.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,1. čtvrtletí 2021,110.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,2. čtvrtletí 2021,110.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,3. čtvrtletí 2021,112.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,4. čtvrtletí 2021,128.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,1. čtvrtletí 2022,144.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,2. čtvrtletí 2022,150.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,3. čtvrtletí 2022,147.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,4. čtvrtletí 2022,157.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,1. čtvrtletí 2023,261.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,2. čtvrtletí 2023,258.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,3. čtvrtletí 2023,252.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,4. čtvrtletí 2023,254.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,1. čtvrtletí 2024,243.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,2. čtvrtletí 2024,247.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,3. čtvrtletí 2024,246.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,4. čtvrtletí 2024,243.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,1. čtvrtletí 2025,225.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Černé a hnědé uhlí a lignit,2. čtvrtletí 2025,221.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,1. čtvrtletí 2015,102.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,2. čtvrtletí 2015,106.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,3. čtvrtletí 2015,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,4. čtvrtletí 2015,91.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,1. čtvrtletí 2016,73.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,2. čtvrtletí 2016,73.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,3. čtvrtletí 2016,77.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,4. čtvrtletí 2016,80.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,1. čtvrtletí 2017,88.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,2. čtvrtletí 2017,80.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,3. čtvrtletí 2017,73.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,4. čtvrtletí 2017,81.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,1. čtvrtletí 2018,86.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,2. čtvrtletí 2018,93.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,3. čtvrtletí 2018,97.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,4. čtvrtletí 2018,105.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,1. čtvrtletí 2019,93.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,2. čtvrtletí 2019,96.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,3. čtvrtletí 2019,88.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,4. čtvrtletí 2019,90.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,1. čtvrtletí 2020,89.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,2. čtvrtletí 2020,58.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,3. čtvrtletí 2020,64.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,4. čtvrtletí 2020,68.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,1. čtvrtletí 2021,78.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,2. čtvrtletí 2021,86.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,3. čtvrtletí 2021,92.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,4. čtvrtletí 2021,111.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,1. čtvrtletí 2022,139.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,2. čtvrtletí 2022,159.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,3. čtvrtletí 2022,173.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,4. čtvrtletí 2022,156.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,1. čtvrtletí 2023,242.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,2. čtvrtletí 2023,220.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,3. čtvrtletí 2023,212.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,4. čtvrtletí 2023,220.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,1. čtvrtletí 2024,193.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,2. čtvrtletí 2024,183.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,3. čtvrtletí 2024,174.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,4. čtvrtletí 2024,168.9
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,1. čtvrtletí 2025,163.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ropa a zemní plyn,2. čtvrtletí 2025,152.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,1. čtvrtletí 2015,99.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,2. čtvrtletí 2015,100.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,3. čtvrtletí 2015,100.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,4. čtvrtletí 2015,100.4
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,1. čtvrtletí 2016,100.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,2. čtvrtletí 2016,101.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,3. čtvrtletí 2016,102.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,4. čtvrtletí 2016,101.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,1. čtvrtletí 2017,101.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,2. čtvrtletí 2017,102.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,3. čtvrtletí 2017,102.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,4. čtvrtletí 2017,102.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,1. čtvrtletí 2018,102.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,2. čtvrtletí 2018,103.5
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,3. čtvrtletí 2018,104.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,4. čtvrtletí 2018,105.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,1. čtvrtletí 2019,107.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,2. čtvrtletí 2019,109.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,3. čtvrtletí 2019,110.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,4. čtvrtletí 2019,110.1
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,1. čtvrtletí 2020,112.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,2. čtvrtletí 2020,114.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,3. čtvrtletí 2020,115.6
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,4. čtvrtletí 2020,116.0
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,1. čtvrtletí 2021,117.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,2. čtvrtletí 2021,118.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,3. čtvrtletí 2021,119.7
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,4. čtvrtletí 2021,121.3
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,1. čtvrtletí 2022,129.2
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,2. čtvrtletí 2022,140.8
Index cen průmyslových výrobců (%),Česko,Bazický index (2015 = 100),Ostatní těžba a dobývání nerostných surovin,3. čtvrtletí 2022,144.8
