Území,Měsíce,Typ ceny,Očištění,Země,Ukazatel,value
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ghana,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ghana,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ghana,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Ghana,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gibraltar,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gibraltar,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gibraltar,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gibraltar,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gibraltar,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gibraltar,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gibraltar,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grenada,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grenada,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grenada,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grenada,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grenada,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grenada,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grenada,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grónsko,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grónsko,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grónsko,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grónsko,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grónsko,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grónsko,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Grónsko,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gruzie,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gruzie,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gruzie,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gruzie,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gruzie,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gruzie,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Gruzie,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guam,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guam,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guam,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guam,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guam,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guam,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guam,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guatemala,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guatemala,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guatemala,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guatemala,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guatemala,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guatemala,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guatemala,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea-Bissau,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea-Bissau,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea-Bissau,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea-Bissau,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea-Bissau,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea-Bissau,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guinea-Bissau,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guyana,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guyana,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guyana,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guyana,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guyana,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guyana,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Guyana,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Haiti,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Haiti,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Haiti,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Haiti,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Haiti,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Haiti,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Haiti,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Heardův ostrov a McDonaldovy ostrovy,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Honduras,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Honduras,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Honduras,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Honduras,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Honduras,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Honduras,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Honduras,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Hongkong,"Vývoz (v mil. Kč, FOB)",589.008465
Česko,prosinec 2024,Běžné ceny,Bez očištění,Hongkong,"Dovoz (v mil. Kč, CIF)",205.9897
Česko,prosinec 2024,Běžné ceny,Bez očištění,Hongkong,Bilance (v mil. Kč),383.018765
Česko,prosinec 2024,Běžné ceny,Bez očištění,Hongkong,Obrat zboží (v mil. Kč),794.998165
Česko,prosinec 2024,Běžné ceny,Bez očištění,Hongkong,Vývoz (meziroční index),99.9007455411
Česko,prosinec 2024,Běžné ceny,Bez očištění,Hongkong,Dovoz (meziroční index),84.7881365752
Česko,prosinec 2024,Běžné ceny,Bez očištění,Hongkong,Obrat zboží (meziroční index),95.4906831489
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chile,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chile,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chile,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chile,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chile,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chile,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chile,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chorvatsko,"Vývoz (v mil. Kč, FOB)",1550.489284
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chorvatsko,"Dovoz (v mil. Kč, CIF)",312.621789
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chorvatsko,Bilance (v mil. Kč),1237.867495
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chorvatsko,Obrat zboží (v mil. Kč),1863.111073
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chorvatsko,Vývoz (meziroční index),93.0758606439
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chorvatsko,Dovoz (meziroční index),82.852940974
Česko,prosinec 2024,Běžné ceny,Bez očištění,Chorvatsko,Obrat zboží (meziroční index),91.1879349499
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indie,"Vývoz (v mil. Kč, FOB)",2681.273982
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indie,"Dovoz (v mil. Kč, CIF)",2696.043487
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indie,Bilance (v mil. Kč),-14.769505
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indie,Obrat zboží (v mil. Kč),5377.317469
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indie,Vývoz (meziroční index),99.6671152585
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indie,Dovoz (meziroční index),132.5979135092
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indie,Obrat zboží (meziroční index),113.8423640278
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indonésie,"Vývoz (v mil. Kč, FOB)",441.790095
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indonésie,"Dovoz (v mil. Kč, CIF)",586.728124
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indonésie,Bilance (v mil. Kč),-144.938029
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indonésie,Obrat zboží (v mil. Kč),1028.518219
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indonésie,Vývoz (meziroční index),84.6672746238
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indonésie,Dovoz (meziroční index),104.0077123757
Česko,prosinec 2024,Běžné ceny,Bez očištění,Indonésie,Obrat zboží (meziroční index),94.7143964535
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irák,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irák,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irák,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irák,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irák,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irák,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irák,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Íránská islámská republika,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Íránská islámská republika,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Íránská islámská republika,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Íránská islámská republika,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Íránská islámská republika,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Íránská islámská republika,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Íránská islámská republika,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irsko,"Vývoz (v mil. Kč, FOB)",1630.388936
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irsko,"Dovoz (v mil. Kč, CIF)",1623.656687
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irsko,Bilance (v mil. Kč),6.732249
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irsko,Obrat zboží (v mil. Kč),3254.045623
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irsko,Vývoz (meziroční index),75.595326194
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irsko,Dovoz (meziroční index),98.3602506567
Česko,prosinec 2024,Běžné ceny,Bez očištění,Irsko,Obrat zboží (meziroční index),85.4650681433
Česko,prosinec 2024,Běžné ceny,Bez očištění,Island,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Island,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Island,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Island,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Island,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Island,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Island,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Itálie,"Vývoz (v mil. Kč, FOB)",12704.751888
Česko,prosinec 2024,Běžné ceny,Bez očištění,Itálie,"Dovoz (v mil. Kč, CIF)",14591.393216
Česko,prosinec 2024,Běžné ceny,Bez očištění,Itálie,Bilance (v mil. Kč),-1886.641328
Česko,prosinec 2024,Běžné ceny,Bez očištění,Itálie,Obrat zboží (v mil. Kč),27296.145104
Česko,prosinec 2024,Běžné ceny,Bez očištění,Itálie,Vývoz (meziroční index),106.0124979419
Česko,prosinec 2024,Běžné ceny,Bez očištění,Itálie,Dovoz (meziroční index),107.5058358332
Česko,prosinec 2024,Běžné ceny,Bez očištění,Itálie,Obrat zboží (meziroční index),106.8055750429
Česko,prosinec 2024,Běžné ceny,Bez očištění,Izrael,"Vývoz (v mil. Kč, FOB)",1969.01171
Česko,prosinec 2024,Běžné ceny,Bez očištění,Izrael,"Dovoz (v mil. Kč, CIF)",370.354756
Česko,prosinec 2024,Běžné ceny,Bez očištění,Izrael,Bilance (v mil. Kč),1598.656954
Česko,prosinec 2024,Běžné ceny,Bez očištění,Izrael,Obrat zboží (v mil. Kč),2339.366466
Česko,prosinec 2024,Běžné ceny,Bez očištění,Izrael,Vývoz (meziroční index),163.0720065282
Česko,prosinec 2024,Běžné ceny,Bez očištění,Izrael,Dovoz (meziroční index),89.60260014
Česko,prosinec 2024,Běžné ceny,Bez očištění,Izrael,Obrat zboží (meziroční index),144.3358770139
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jamajka,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jamajka,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jamajka,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jamajka,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jamajka,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jamajka,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jamajka,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Japonsko,"Vývoz (v mil. Kč, FOB)",1018.269811
Česko,prosinec 2024,Běžné ceny,Bez očištění,Japonsko,"Dovoz (v mil. Kč, CIF)",6575.629996
Česko,prosinec 2024,Běžné ceny,Bez očištění,Japonsko,Bilance (v mil. Kč),-5557.360185
Česko,prosinec 2024,Běžné ceny,Bez očištění,Japonsko,Obrat zboží (v mil. Kč),7593.899807
Česko,prosinec 2024,Běžné ceny,Bez očištění,Japonsko,Vývoz (meziroční index),129.6622937947
Česko,prosinec 2024,Běžné ceny,Bez očištění,Japonsko,Dovoz (meziroční index),114.1800998372
Česko,prosinec 2024,Běžné ceny,Bez očištění,Japonsko,Obrat zboží (meziroční index),116.0379768325
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jemen,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jemen,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jemen,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jemen,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jemen,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jemen,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jemen,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Afrika,"Vývoz (v mil. Kč, FOB)",1084.114354
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Afrika,"Dovoz (v mil. Kč, CIF)",567.575142
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Afrika,Bilance (v mil. Kč),516.539212
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Afrika,Obrat zboží (v mil. Kč),1651.689496
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Afrika,Vývoz (meziroční index),137.4203312502
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Afrika,Dovoz (meziroční index),49.4660736665
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Afrika,Obrat zboží (meziroční index),85.3010242323
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Georgie a Jižní Sandwichovy ostrovy,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Súdán,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Súdán,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Súdán,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Súdán,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Súdán,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Súdán,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jižní Súdán,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jordánsko,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jordánsko,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jordánsko,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jordánsko,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jordánsko,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jordánsko,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Jordánsko,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kajmanské ostrovy,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kambodža,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kambodža,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kambodža,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kambodža,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kambodža,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kambodža,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kambodža,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kamerun,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kamerun,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kamerun,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kamerun,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kamerun,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kamerun,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kamerun,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kanada,"Vývoz (v mil. Kč, FOB)",971.554107
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kanada,"Dovoz (v mil. Kč, CIF)",428.535917
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kanada,Bilance (v mil. Kč),543.01819
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kanada,Obrat zboží (v mil. Kč),1400.090024
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kanada,Vývoz (meziroční index),174.2458690663
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kanada,Dovoz (meziroční index),76.2780459055
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kanada,Obrat zboží (meziroční index),125.0768047494
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kapverdy,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kapverdy,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kapverdy,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kapverdy,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kapverdy,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kapverdy,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kapverdy,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Katar,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Katar,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Katar,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Katar,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Katar,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Katar,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Katar,Obrat zboží (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kazachstán,"Vývoz (v mil. Kč, FOB)",1056.589839
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kazachstán,"Dovoz (v mil. Kč, CIF)",1475.978863
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kazachstán,Bilance (v mil. Kč),-419.389024
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kazachstán,Obrat zboží (v mil. Kč),2532.568702
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kazachstán,Vývoz (meziroční index),102.7730054727
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kazachstán,Dovoz (meziroční index),57.3037105236
Česko,prosinec 2024,Běžné ceny,Bez očištění,Kazachstán,Obrat zboží (meziroční index),70.2750754589
Česko,prosinec 2024,Běžné ceny,Bez očištění,Keňa,"Vývoz (v mil. Kč, FOB)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Keňa,"Dovoz (v mil. Kč, CIF)",
Česko,prosinec 2024,Běžné ceny,Bez očištění,Keňa,Bilance (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Keňa,Obrat zboží (v mil. Kč),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Keňa,Vývoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Keňa,Dovoz (meziroční index),
Česko,prosinec 2024,Běžné ceny,Bez očištění,Keňa,Obrat zboží (meziroční index),
