Území;Institucionální sektor ;Právní forma;Ukazatel;Odvětví ekonomické činnosti;Roky;value
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zdravotní a sociální péče;2014;447.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Zdravotní a sociální péče;2013;604.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2022;325.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2021;278.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2020;309.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2019;371.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2018;314.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2017;311.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2016;258.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2015;201.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2014;179.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Kulturní, zábavní a rekreační činnosti;2013;149.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Osobní služby ;2022;267.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Osobní služby ;2021;268.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Osobní služby ;2020;334.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Osobní služby ;2019;328.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Osobní služby ;2018;325.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Osobní služby ;2017;314.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Osobní služby ;2016;238.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Osobní služby ;2015;240.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Osobní služby ;2014;210.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Počet vzniklých podniků;Osobní služby ;2013;215.0
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Celkem;2022;7.21
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Celkem;2021;7.98
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Celkem;2020;7.4248436558
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Celkem;2019;8.2615083252
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Celkem;2018;8.8641501096
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Celkem;2017;9.0783179382
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Celkem;2016;8.9893476898
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Celkem;2015;7.7976666382
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Celkem;2014;7.7515141981
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Celkem;2013;7.6636166156
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Těžba a dobývání;2022;3.89
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Těžba a dobývání;2021;7.14
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Těžba a dobývání;2020;5.306122449
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Těžba a dobývání;2019;3.7656903766
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Těžba a dobývání;2018;4.5081967213
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Těžba a dobývání;2017;4.3650793651
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Těžba a dobývání;2016;4.7619047619
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Těžba a dobývání;2015;5.2208835341
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Těžba a dobývání;2014;5.9701492537
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Těžba a dobývání;2013;5.7761732852
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Zpracovatelský průmysl;2022;6.28
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Zpracovatelský průmysl;2021;6.43
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Zpracovatelský průmysl;2020;5.7641289493
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Zpracovatelský průmysl;2019;6.5929857198
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Zpracovatelský průmysl;2018;6.9218310459
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Zpracovatelský průmysl;2017;6.3678343481
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Zpracovatelský průmysl;2016;6.5245381322
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Zpracovatelský průmysl;2015;5.8376174976
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Zpracovatelský průmysl;2014;6.184492798
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Zpracovatelský průmysl;2013;5.9103078983
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2022;1.74
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2021;0.82
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2020;1.2552301255
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2019;1.6370439663
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2018;1.2851023322
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2017;1.4506769826
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2016;1.5251652262
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2015;0.9854771784
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2014;1.0362694301
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Výroba a rozvod elektřiny, plynu, tepla a klimatizovaného vzduchu;2013;1.2378902045
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2022;7.32
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2021;7.47
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2020;6.6903331513
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2019;7.0918086861
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2018;6.3776223776
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2017;7.5865860363
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2016;7.7548649434
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2015;6.3026521061
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2014;6.8848410003
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Zásobování vodou; činnosti související s odpadními vodami, odpady a sanacemi";2013;7.9333986288
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Stavebnictví;2022;7.22
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Stavebnictví;2021;7.52
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Stavebnictví;2020;7.1514652714
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Stavebnictví;2019;8.2518168716
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Stavebnictví;2018;7.6048837511
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Stavebnictví;2017;6.8558716462
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Stavebnictví;2016;6.7020148462
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Stavebnictví;2015;5.9057802016
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Stavebnictví;2014;6.0187328609
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Stavebnictví;2013;6.6747981157
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2022;6.56
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2021;7.46
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2020;7.1589424226
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2019;7.906788417
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2018;8.1372383048
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2017;10.889470242
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2016;10.3842769141
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2015;9.3587837648
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2014;9.3444711879
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);"Velkoobchod a maloobchod; opravy a údržba motorových vozidel";2013;7.8787100823
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Doprava a skladování;2022;7.36
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Doprava a skladování;2021;8.14
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Doprava a skladování;2020;7.5536480687
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Doprava a skladování;2019;8.0597919402
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Doprava a skladování;2018;8.5560344828
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Doprava a skladování;2017;8.4882780922
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Doprava a skladování;2016;7.7327722251
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Doprava a skladování;2015;6.8172254173
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Doprava a skladování;2014;5.5797733217
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Doprava a skladování;2013;5.7403189066
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2022;7.72
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2021;8.03
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2020;8.4423915833
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2019;9.6567357513
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2018;10.0006868604
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2017;11.7488527934
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2016;12.5959227967
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2015;8.3863556027
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2014;8.6755925457
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Ubytování, stravování a pohostinství;2013;9.1695340835
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Informační a komunikační činnosti;2022;7.91
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Informační a komunikační činnosti;2021;8.85
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Informační a komunikační činnosti;2020;9.2700458545
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Informační a komunikační činnosti;2019;9.7442303899
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Informační a komunikační činnosti;2018;9.7773407319
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Informační a komunikační činnosti;2017;10.0363306085
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Informační a komunikační činnosti;2016;9.8135919084
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Informační a komunikační činnosti;2015;7.8995526637
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Informační a komunikační činnosti;2014;6.316014083
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Informační a komunikační činnosti;2013;5.1794691921
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Peněžní zprostředkování;2022;9.6
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Peněžní zprostředkování;2021;10.49
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Peněžní zprostředkování;2020;8.4055686893
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Peněžní zprostředkování;2019;8.572216097
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Peněžní zprostředkování;2018;8.0201242971
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Peněžní zprostředkování;2017;6.7257217848
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Peněžní zprostředkování;2016;6.4516129032
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Peněžní zprostředkování;2015;6.1324303988
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Peněžní zprostředkování;2014;4.5925925926
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Peněžní zprostředkování;2013;5.9920859243
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2022;9.44
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2021;12.82
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2020;10.9645767942
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2019;11.0107850514
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2018;10.2456472258
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2017;9.1279015999
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2016;9.4277413247
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2015;7.3622169372
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2014;7.0947868885
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Činnosti v oblasti nemovitostí;2013;7.8396537244
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2022;5.76
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2021;5.85
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2020;6.1880197916
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2019;7.9375212802
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2018;12.3737151893
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2017;10.7611736853
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2016;10.6086286595
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2015;9.7480014384
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2014;10.1342960289
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Profesní, vědecké a technické činnosti;2013;10.1845603122
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2022;11.96
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2021;11.01
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2020;8.8825931172
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2019;9.5858621921
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2018;8.0255140899
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2017;8.2565089657
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2016;6.8623124448
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2015;6.1524120252
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2014;5.2562885619
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Administrativní a podpůrné činnosti;2013;6.7135167464
Česko;Nefinanční podniky, finanční instituce, zaměstnavatelé a OSVČ;Podniky právnických osob;Míra vzniků podniků (%);Vzdělávání;2022;7.0
