Kraje;Ukazatel;Roky;value
Hlavní město Praha;Průměrný věk - muži (roky);2073;46.6870577793
Hlavní město Praha;Průměrný věk - muži (roky);2074;46.7488449126
Hlavní město Praha;Průměrný věk - muži (roky);2075;46.8086811717
Hlavní město Praha;Průměrný věk - muži (roky);2076;46.8674571609
Hlavní město Praha;Průměrný věk - muži (roky);2077;46.9259052819
Hlavní město Praha;Průměrný věk - muži (roky);2078;46.9845890583
Hlavní město Praha;Průměrný věk - muži (roky);2079;47.0439114102
Hlavní město Praha;Průměrný věk - muži (roky);2080;47.1041475765
Hlavní město Praha;Průměrný věk - muži (roky);2081;47.1654861893
Hlavní město Praha;Průměrný věk - ženy (roky);2025;43.3603921175
Hlavní město Praha;Průměrný věk - ženy (roky);2026;43.6301967153
Hlavní město Praha;Průměrný věk - ženy (roky);2027;43.8764806754
Hlavní město Praha;Průměrný věk - ženy (roky);2028;44.0980961024
Hlavní město Praha;Průměrný věk - ženy (roky);2029;44.2366487096
Hlavní město Praha;Průměrný věk - ženy (roky);2030;44.3601536616
Hlavní město Praha;Průměrný věk - ženy (roky);2031;44.4678374697
Hlavní město Praha;Průměrný věk - ženy (roky);2032;44.5658824726
Hlavní město Praha;Průměrný věk - ženy (roky);2033;44.6534738896
Hlavní město Praha;Průměrný věk - ženy (roky);2034;44.7300884313
Hlavní město Praha;Průměrný věk - ženy (roky);2035;44.7955780707
Hlavní město Praha;Průměrný věk - ženy (roky);2036;44.8502279739
Hlavní město Praha;Průměrný věk - ženy (roky);2037;44.8947598554
Hlavní město Praha;Průměrný věk - ženy (roky);2038;44.9303527266
Hlavní město Praha;Průměrný věk - ženy (roky);2039;44.9585928196
Hlavní město Praha;Průměrný věk - ženy (roky);2040;44.9813739493
Hlavní město Praha;Průměrný věk - ženy (roky);2041;45.000870205
Hlavní město Praha;Průměrný věk - ženy (roky);2042;45.0194263959
Hlavní město Praha;Průměrný věk - ženy (roky);2043;45.0393218557
Hlavní město Praha;Průměrný věk - ženy (roky);2044;45.0626161176
Hlavní město Praha;Průměrný věk - ženy (roky);2045;45.0910433957
Hlavní město Praha;Průměrný věk - ženy (roky);2046;45.1259738471
Hlavní město Praha;Průměrný věk - ženy (roky);2047;45.1684146643
Hlavní město Praha;Průměrný věk - ženy (roky);2048;45.2190510507
Hlavní město Praha;Průměrný věk - ženy (roky);2049;45.278300936
Hlavní město Praha;Průměrný věk - ženy (roky);2050;45.3463269579
Hlavní město Praha;Průměrný věk - ženy (roky);2051;45.4230693926
Hlavní město Praha;Průměrný věk - ženy (roky);2052;45.5087013192
Hlavní město Praha;Průměrný věk - ženy (roky);2053;45.6028309554
Hlavní město Praha;Průměrný věk - ženy (roky);2054;45.7048092602
Hlavní město Praha;Průměrný věk - ženy (roky);2055;45.8136627189
Hlavní město Praha;Průměrný věk - ženy (roky);2056;45.9280331411
Hlavní město Praha;Průměrný věk - ženy (roky);2057;46.0462141072
Hlavní město Praha;Průměrný věk - ženy (roky);2058;46.1663438413
Hlavní město Praha;Průměrný věk - ženy (roky);2059;46.2865396966
Hlavní město Praha;Průměrný věk - ženy (roky);2060;46.4049638478
Hlavní město Praha;Průměrný věk - ženy (roky);2061;46.5199187038
Hlavní město Praha;Průměrný věk - ženy (roky);2062;46.6305228639
Hlavní město Praha;Průměrný věk - ženy (roky);2063;46.7355998795
Hlavní město Praha;Průměrný věk - ženy (roky);2064;46.8342284736
Hlavní město Praha;Průměrný věk - ženy (roky);2065;46.9257161884
Hlavní město Praha;Průměrný věk - ženy (roky);2066;47.0095847429
Hlavní město Praha;Průměrný věk - ženy (roky);2067;47.0855672575
Hlavní město Praha;Průměrný věk - ženy (roky);2068;47.1536381123
Hlavní město Praha;Průměrný věk - ženy (roky);2069;47.2140397501
Hlavní město Praha;Průměrný věk - ženy (roky);2070;47.2672813123
Hlavní město Praha;Průměrný věk - ženy (roky);2071;47.3141255554
Hlavní město Praha;Průměrný věk - ženy (roky);2072;47.3555836442
Hlavní město Praha;Průměrný věk - ženy (roky);2073;47.3928820945
Hlavní město Praha;Průměrný věk - ženy (roky);2074;47.4274045039
Hlavní město Praha;Průměrný věk - ženy (roky);2075;47.4605776972
Hlavní město Praha;Průměrný věk - ženy (roky);2076;47.4937730003
Hlavní město Praha;Průměrný věk - ženy (roky);2077;47.5282347322
Hlavní město Praha;Průměrný věk - ženy (roky);2078;47.5650013296
Hlavní město Praha;Průměrný věk - ženy (roky);2079;47.6048679442
Hlavní město Praha;Průměrný věk - ženy (roky);2080;47.6484000511
Hlavní město Praha;Průměrný věk - ženy (roky);2081;47.6959438609
