Území,Typ ceny,Očištění,Země,Čtvrtletí,Ukazatel,value
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2009,Obrat zboží (v mil. Kč),987075.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2009,Vývoz (meziroční index),84.6381238942272
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2009,Dovoz (meziroční index),83.3340419127563
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2009,Obrat zboží (meziroční index),83.9856546043955
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2008,"Vývoz (v mil. Kč, FOB)",531133.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2008,"Dovoz (v mil. Kč, CIF)",563935.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2008,Bilance (v mil. Kč),-32802.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2008,Obrat zboží (v mil. Kč),1095068.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2008,Vývoz (meziroční index),86.1304671448332
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2008,Dovoz (meziroční index),89.2981842193188
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2008,Obrat zboží (meziroční index),87.7331795093656
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2008,"Vývoz (v mil. Kč, FOB)",555762.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2008,"Dovoz (v mil. Kč, CIF)",567356.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2008,Bilance (v mil. Kč),-11594.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2008,Obrat zboží (v mil. Kč),1123118.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2008,Vývoz (meziroční index),99.3745306297608
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2008,Dovoz (meziroční index),98.6766150983103
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2008,Obrat zboží (meziroční index),99.0207410346272
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2008,"Vývoz (v mil. Kč, FOB)",605696.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2008,"Dovoz (v mil. Kč, CIF)",604860.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2008,Bilance (v mil. Kč),836.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2008,Obrat zboží (v mil. Kč),1210556.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2008,Vývoz (meziroční index),105.146063202628
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2008,Dovoz (meziroční index),104.652852753094
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2008,Obrat zboží (meziroční index),104.899048543353
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2008,"Vývoz (v mil. Kč, FOB)",587259.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2008,"Dovoz (v mil. Kč, CIF)",588031.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2008,Bilance (v mil. Kč),-772.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2008,Obrat zboží (v mil. Kč),1175290.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2008,Vývoz (meziroční index),104.460097654687
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2008,Dovoz (meziroční index),106.730955972172
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2008,Obrat zboží (meziroční index),105.584063704933
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2007,"Vývoz (v mil. Kč, FOB)",616661.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2007,"Dovoz (v mil. Kč, CIF)",631519.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2007,Bilance (v mil. Kč),-14858.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2007,Obrat zboží (v mil. Kč),1248180.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2007,Vývoz (meziroční index),107.583108715184
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2007,Dovoz (meziroční index),108.699857997332
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2007,Obrat zboží (meziroční index),108.145247233943
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2007,"Vývoz (v mil. Kč, FOB)",559260.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2007,"Dovoz (v mil. Kč, CIF)",574965.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2007,Bilance (v mil. Kč),-15705.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2007,Obrat zboží (v mil. Kč),1134225.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2007,Vývoz (meziroční index),111.490992167362
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2007,Dovoz (meziroční index),113.653929403765
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2007,Obrat zboží (meziroční index),112.577046381674
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2007,"Vývoz (v mil. Kč, FOB)",576052.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2007,"Dovoz (v mil. Kč, CIF)",577968.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2007,Bilance (v mil. Kč),-1916.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2007,Obrat zboží (v mil. Kč),1154020.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2007,Vývoz (meziroční index),111.578303078198
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2007,Dovoz (meziroční index),111.655941564777
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2007,Obrat zboží (meziroční index),111.617173271536
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2007,"Vývoz (v mil. Kč, FOB)",562185.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2007,"Dovoz (v mil. Kč, CIF)",550947.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2007,Bilance (v mil. Kč),11238.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2007,Obrat zboží (v mil. Kč),1113132.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2007,Vývoz (meziroční index),112.445320953751
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2007,Dovoz (meziroční index),113.654967261745
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2007,Obrat zboží (meziroční index),113.040802585921
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2006,"Vývoz (v mil. Kč, FOB)",573195.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2006,"Dovoz (v mil. Kč, CIF)",580975.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2006,Bilance (v mil. Kč),-7780.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2006,Obrat zboží (v mil. Kč),1154170.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2006,Vývoz (meziroční index),112.303975736487
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2006,Dovoz (meziroční index),111.846842164031
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2006,Obrat zboží (meziroční index),112.073402121119
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2006,"Vývoz (v mil. Kč, FOB)",501619.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2006,"Dovoz (v mil. Kč, CIF)",505891.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2006,Bilance (v mil. Kč),-4272.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2006,Obrat zboží (v mil. Kč),1007510.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2006,Vývoz (meziroční index),107.934707999905
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2006,Dovoz (meziroční index),107.06347946626
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2006,Obrat zboží (meziroční index),107.495481500291
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2006,"Vývoz (v mil. Kč, FOB)",516276.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2006,"Dovoz (v mil. Kč, CIF)",517633.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2006,Bilance (v mil. Kč),-1357.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2006,Obrat zboží (v mil. Kč),1033909.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2006,Vývoz (meziroční index),107.352412162598
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2006,Dovoz (meziroční index),108.72724141118
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2006,Obrat zboží (meziroční index),108.036355238918
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2006,"Vývoz (v mil. Kč, FOB)",499963.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2006,"Dovoz (v mil. Kč, CIF)",484754.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2006,Bilance (v mil. Kč),15209.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2006,Obrat zboží (v mil. Kč),984717.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2006,Vývoz (meziroční index),116.886156148082
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2006,Dovoz (meziroční index),118.063075240691
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2006,Obrat zboží (meziroční index),117.462580100295
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2005,"Vývoz (v mil. Kč, FOB)",510396.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2005,"Dovoz (v mil. Kč, CIF)",519438.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2005,Bilance (v mil. Kč),-9042.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2005,Obrat zboží (v mil. Kč),1029834.0
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2005,Vývoz (meziroční index),
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2005,Dovoz (meziroční index),
Česko,Běžné ceny,Bez očištění,Svět celkem,4. čtvrtletí 2005,Obrat zboží (meziroční index),
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2005,"Vývoz (v mil. Kč, FOB)",464743.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2005,"Dovoz (v mil. Kč, CIF)",472515.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2005,Bilance (v mil. Kč),-7772.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2005,Obrat zboží (v mil. Kč),937258.0
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2005,Vývoz (meziroční index),
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2005,Dovoz (meziroční index),
Česko,Běžné ceny,Bez očištění,Svět celkem,3. čtvrtletí 2005,Obrat zboží (meziroční index),
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2005,"Vývoz (v mil. Kč, FOB)",480917.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2005,"Dovoz (v mil. Kč, CIF)",476084.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2005,Bilance (v mil. Kč),4833.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2005,Obrat zboží (v mil. Kč),957001.0
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2005,Vývoz (meziroční index),
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2005,Dovoz (meziroční index),
Česko,Běžné ceny,Bez očištění,Svět celkem,2. čtvrtletí 2005,Obrat zboží (meziroční index),
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2005,"Vývoz (v mil. Kč, FOB)",427735.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2005,"Dovoz (v mil. Kč, CIF)",410589.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2005,Bilance (v mil. Kč),17146.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2005,Obrat zboží (v mil. Kč),838324.0
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2005,Vývoz (meziroční index),
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2005,Dovoz (meziroční index),
Česko,Běžné ceny,Bez očištění,Svět celkem,1. čtvrtletí 2005,Obrat zboží (meziroční index),
