Ukazatel;ČR a kraje;Odvětví ekonomické činnosti;Roky;value
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2015;81.7100830725
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2016;92.766005225
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2017;93.231917775
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2018;96.862345575
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2019;100.38793465
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2020;91.213726275
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2021;88.279559575
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2022;89.370105425
Zaměstnaní (tis. osob);Česko;R - Kulturní, zábavní a rekreační činnosti;2023;89.862024925
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;1993;89.18746391357
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;1994;87.2084227321671
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;1995;90.3093807610187
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;1996;85.1617054407093
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;1997;82.2940313892977
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;1998;97.8698443476216
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;1999;94.0005977358475
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2000;88.55583590101
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2001;99.996766469507
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2002;96.2465785222203
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2003;95.5876064562375
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2004;94.0841599531992
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2005;89.5723384724801
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2006;86.3151937642323
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2007;85.8009485284552
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2008;88.369678991625
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2009;91.8863920463
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2010;93.68788283455
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2011;88.192422925
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2012;91.90984601
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2013;93.03072437
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2014;87.60244183
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2015;90.022586315
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2016;86.618130725
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2017;88.25250125
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2018;96.049561475
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2019;96.73518175
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2020;95.761706375
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2021;94.395867375
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2022;94.54574075
Zaměstnaní (tis. osob);Česko;S - Ostatní činnosti;2023;89.781850439
