ČR a kraje;Ukazatel;Pohlaví;Klasifikace zaměstnání (CZISCO);Čtvrtletí;value
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2019;506.0618387
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2019;508.9184824
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2018;498.1704902
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2018;493.6045245
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2018;505.0153445
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2018;498.8695425
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2017;515.0303368
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2017;523.9736082
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2017;506.3488355
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2017;491.9496341
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2016;484.5549498
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2016;484.3009008
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2016;473.1396592
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2016;463.26901883
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2015;462.07317674
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2015;460.96727305
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2015;461.0595554
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2015;473.80278457
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2014;469.68505085
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2014;463.57465993
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2014;463.58182396
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2014;465.30884192
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2013;470.15263077
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2013;483.07411616
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2013;472.60876978
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2013;477.35229296
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2012;467.09969701
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2012;458.60555744
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2012;440.44989086
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2012;453.06600127
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2011;454.5486601
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2011;458.18560501
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2011;459.4091989558
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2011;475.2528129653
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2010;391.6765760738
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2010;385.6756848741
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2010;379.4150492882
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2010;381.9190813649
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;4. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;3. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;2. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Úředníci;1. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2024;791.00626614
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2024;801.99861171
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2024;804.7552359
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2024;805.0081431
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2023;784.937999598
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2023;765.995238095
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2023;764.554895753
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2023;755.16891428
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2022;797.20834568
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2022;801.28094194
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2022;783.6780381
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2022;777.3506773
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2021;777.3080837
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2021;772.5542545
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2021;726.6220564
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2021;753.3612078
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2020;771.3620456
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2020;779.4742337
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2020;783.3213337
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2020;805.4487471
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2019;794.6984477
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2019;827.355947
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2019;826.7560829
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2019;816.733673
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2018;820.7050433
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2018;835.2651134
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2018;822.6932165
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2018;812.3258729
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2017;807.036063
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2017;772.986351
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2017;784.8723264
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2017;777.262465
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2016;781.7640226
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2016;786.0049709
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2016;792.0934719
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2016;772.075347990001
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2015;780.20819914
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2015;782.72862883
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2015;776.15170955
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2015;759.47189694
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2014;760.71250646
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2014;752.7397203
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2014;745.95671862
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2014;751.42734161
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2013;758.35745527
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2013;745.90278452
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2013;741.97254045
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2013;739.11027713
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2012;740.81541916
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2012;742.76678103
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2012;752.67194279
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2012;737.17742492
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2011;752.8358018
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2011;761.45654028
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2011;744.2120352542
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2011;737.9216481826
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2010;613.2710231806
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2010;616.9505798039
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2010;602.051003933
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2010;589.3653487557
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2009;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2008;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2007;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2006;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2005;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2004;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2003;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2002;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2001;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 2000;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 1999;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 1998;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 1997;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 1996;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 1995;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 1994;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;4. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;3. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;2. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Pracovníci ve službách a prodeji;1. čtvrtletí 1993;
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2024;69.98711909
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2024;71.063115931
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2024;64.92456438
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2024;68.30467328
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2023;68.169846407
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2023;65.1203468
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2023;63.90744385
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2023;61.79439459
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2022;53.92518303
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2022;55.86252378
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2022;58.3761169
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2022;57.3254065
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2021;60.3335098
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2021;62.044733
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2021;55.7716298
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2021;59.9507048
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2020;61.010783
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2020;60.6195513
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2020;63.4680891
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2020;62.5258129
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2019;64.806741
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;3. čtvrtletí 2019;65.8671921
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;2. čtvrtletí 2019;66.3755281
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;1. čtvrtletí 2019;68.1616324
Česko;Zaměstnaní (tis. osob);Celkem;Kvalifikovaní pracovníci v zemědělství, lesnictví a rybářství;4. čtvrtletí 2018;67.7016828
