Stát,Roky,Odvětví ekonomické činnosti,Velkost zpravodajské jednotky,Ukazatel,value
Česko,2023,J - Informační a komunikační činnosti,20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,466.7385230635
Česko,2023,J - Informační a komunikační činnosti,20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,9.2904373591
Česko,2023,J - Informační a komunikační činnosti,50 až 99 zaměstnanců,Náklady práce celkem,103320.6164117123
Česko,2023,J - Informační a komunikační činnosti,50 až 99 zaměstnanců,Přímé náklady celkem,75164.8221589279
Česko,2023,J - Informační a komunikační činnosti,50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,67430.5117058016
Česko,2023,J - Informační a komunikační činnosti,50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,7734.3104531264
Česko,2023,J - Informační a komunikační činnosti,50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,804.6741377009
Česko,2023,J - Informační a komunikační činnosti,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,25378.8108605886
Česko,2023,J - Informační a komunikační činnosti,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1456.2003553288
Česko,2023,J - Informační a komunikační činnosti,50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,516.108899166
Česko,2023,J - Informační a komunikační činnosti,50 až 99 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,J - Informační a komunikační činnosti,100 až 249 zaměstnanců,Náklady práce celkem,117662.7298478609
Česko,2023,J - Informační a komunikační činnosti,100 až 249 zaměstnanců,Přímé náklady celkem,85760.4472267098
Česko,2023,J - Informační a komunikační činnosti,100 až 249 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,76725.2853508965
Česko,2023,J - Informační a komunikační činnosti,100 až 249 zaměstnanců,Přímé náklady - náhrady mzdy,9035.1618758134
Česko,2023,J - Informační a komunikační činnosti,100 až 249 zaměstnanců,Nepřímé náklady - sociální požitky,845.9582576464
Česko,2023,J - Informační a komunikační činnosti,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,29012.43340711
Česko,2023,J - Informační a komunikační činnosti,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1443.1457294344
Česko,2023,J - Informační a komunikační činnosti,100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,600.7452269602
Česko,2023,J - Informační a komunikační činnosti,100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,J - Informační a komunikační činnosti,250 až 499 zaměstnanců,Náklady práce celkem,117064.8830171003
Česko,2023,J - Informační a komunikační činnosti,250 až 499 zaměstnanců,Přímé náklady celkem,85084.9118430233
Česko,2023,J - Informační a komunikační činnosti,250 až 499 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,75716.0080823269
Česko,2023,J - Informační a komunikační činnosti,250 až 499 zaměstnanců,Přímé náklady - náhrady mzdy,9368.9037606964
Česko,2023,J - Informační a komunikační činnosti,250 až 499 zaměstnanců,Nepřímé náklady - sociální požitky,1385.2164421959
Česko,2023,J - Informační a komunikační činnosti,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,28362.9184539945
Česko,2023,J - Informační a komunikační činnosti,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1561.4614687975
Česko,2023,J - Informační a komunikační činnosti,250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,665.6113216158
Česko,2023,J - Informační a komunikační činnosti,250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,4.7634874733
Česko,2023,J - Informační a komunikační činnosti,500 až 999 zaměstnanců,Náklady práce celkem,143767.0739282034
Česko,2023,J - Informační a komunikační činnosti,500 až 999 zaměstnanců,Přímé náklady celkem,105302.9760575172
Česko,2023,J - Informační a komunikační činnosti,500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,94515.8090052292
Česko,2023,J - Informační a komunikační činnosti,500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,10787.167052288
Česko,2023,J - Informační a komunikační činnosti,500 až 999 zaměstnanců,Nepřímé náklady - sociální požitky,1308.02348743
Česko,2023,J - Informační a komunikační činnosti,500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,34367.3745819649
Česko,2023,J - Informační a komunikační činnosti,500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,2337.8785481127
Česko,2023,J - Informační a komunikační činnosti,500 až 999 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,450.8212531785
Česko,2023,J - Informační a komunikační činnosti,500 až 999 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,J - Informační a komunikační činnosti,1 000 a více zaměstnanců,Náklady práce celkem,108845.4695521146
Česko,2023,J - Informační a komunikační činnosti,1 000 a více zaměstnanců,Přímé náklady celkem,78864.4184727092
Česko,2023,J - Informační a komunikační činnosti,1 000 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,70161.5002372348
Česko,2023,J - Informační a komunikační činnosti,1 000 a více zaměstnanců,Přímé náklady - náhrady mzdy,8702.9182354744
Česko,2023,J - Informační a komunikační činnosti,1 000 a více zaměstnanců,Nepřímé náklady - sociální požitky,1473.151065369
Česko,2023,J - Informační a komunikační činnosti,1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,26161.8983552954
Česko,2023,J - Informační a komunikační činnosti,1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1549.1489051664
Česko,2023,J - Informační a komunikační činnosti,1 000 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,796.8527535745
Česko,2023,J - Informační a komunikační činnosti,1 000 a více zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,K - Peněžnictví a pojišťovnictví,Celkem zaměstnanců,Náklady práce celkem,101718.9700030701
Česko,2023,K - Peněžnictví a pojišťovnictví,Celkem zaměstnanců,Přímé náklady celkem,71633.1407290605
Česko,2023,K - Peněžnictví a pojišťovnictví,Celkem zaměstnanců,Přímé náklady - mzdy za vykonanou práci,63431.9811045212
Česko,2023,K - Peněžnictví a pojišťovnictví,Celkem zaměstnanců,Přímé náklady - náhrady mzdy,8201.1596245392
Česko,2023,K - Peněžnictví a pojišťovnictví,Celkem zaměstnanců,Nepřímé náklady - sociální požitky,2247.8577941417
Česko,2023,K - Peněžnictví a pojišťovnictví,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,23774.5284755682
Česko,2023,K - Peněžnictví a pojišťovnictví,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,2868.048126852
Česko,2023,K - Peněžnictví a pojišťovnictví,Celkem zaměstnanců,Nepřímé náklady - personální náklady/výdaje,1153.4807019879
Česko,2023,K - Peněžnictví a pojišťovnictví,Celkem zaměstnanců,Nepřímé náklady - daně a dotace,41.9141754599
Česko,2023,K - Peněžnictví a pojišťovnictví,1 až 9 zaměstnanců,Náklady práce celkem,52328.3304224263
Česko,2023,K - Peněžnictví a pojišťovnictví,1 až 9 zaměstnanců,Přímé náklady celkem,38305.4782197767
Česko,2023,K - Peněžnictví a pojišťovnictví,1 až 9 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,35117.0101151724
Česko,2023,K - Peněžnictví a pojišťovnictví,1 až 9 zaměstnanců,Přímé náklady - náhrady mzdy,3188.4681046042
Česko,2023,K - Peněžnictví a pojišťovnictví,1 až 9 zaměstnanců,Nepřímé náklady - sociální požitky,186.5624309234
Česko,2023,K - Peněžnictví a pojišťovnictví,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,12580.2857798023
Česko,2023,K - Peněžnictví a pojišťovnictví,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,264.350696753
Česko,2023,K - Peněžnictví a pojišťovnictví,1 až 9 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,178.8667897089
Česko,2023,K - Peněžnictví a pojišťovnictví,1 až 9 zaměstnanců,Nepřímé náklady - daně a dotace,812.786505462
Česko,2023,K - Peněžnictví a pojišťovnictví,10 až 19 zaměstnanců,Náklady práce celkem,88965.2866996226
Česko,2023,K - Peněžnictví a pojišťovnictví,10 až 19 zaměstnanců,Přímé náklady celkem,65740.9933520484
Česko,2023,K - Peněžnictví a pojišťovnictví,10 až 19 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,59364.5215610798
Česko,2023,K - Peněžnictví a pojišťovnictví,10 až 19 zaměstnanců,Přímé náklady - náhrady mzdy,6376.4717909685
Česko,2023,K - Peněžnictví a pojišťovnictví,10 až 19 zaměstnanců,Nepřímé náklady - sociální požitky,717.8910088538
Česko,2023,K - Peněžnictví a pojišťovnictví,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,21136.3060931959
Česko,2023,K - Peněžnictví a pojišťovnictví,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1084.7432944815
Česko,2023,K - Peněžnictví a pojišťovnictví,10 až 19 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,285.3036754923
Česko,2023,K - Peněžnictví a pojišťovnictví,10 až 19 zaměstnanců,Nepřímé náklady - daně a dotace,0.0492755508
Česko,2023,K - Peněžnictví a pojišťovnictví,20 a více zaměstnanců,Náklady práce celkem,104797.8041171037
Česko,2023,K - Peněžnictví a pojišťovnictví,20 a více zaměstnanců,Přímé náklady celkem,73639.7937178998
Česko,2023,K - Peněžnictví a pojišťovnictví,20 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,65112.3113004086
Česko,2023,K - Peněžnictví a pojišťovnictví,20 a více zaměstnanců,Přímé náklady - náhrady mzdy,8527.4824174911
Česko,2023,K - Peněžnictví a pojišťovnictví,20 a více zaměstnanců,Nepřímé náklady - sociální požitky,2402.4077513572
Česko,2023,K - Peněžnictví a pojišťovnictví,20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,24465.7463527461
Česko,2023,K - Peněžnictví a pojišťovnictví,20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,3059.3678973381
Česko,2023,K - Peněžnictví a pojišťovnictví,20 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,1230.3356611681
Česko,2023,K - Peněžnictví a pojišťovnictví,20 a více zaměstnanců,Nepřímé náklady - daně a dotace,0.1527365945
Česko,2023,K - Peněžnictví a pojišťovnictví,20 až 49 zaměstnanců,Náklady práce celkem,111837.5404984161
Česko,2023,K - Peněžnictví a pojišťovnictví,20 až 49 zaměstnanců,Přímé náklady celkem,82353.8503770193
Česko,2023,K - Peněžnictví a pojišťovnictví,20 až 49 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,74531.3397220774
Česko,2023,K - Peněžnictví a pojišťovnictví,20 až 49 zaměstnanců,Přímé náklady - náhrady mzdy,7822.5106549418
Česko,2023,K - Peněžnictví a pojišťovnictví,20 až 49 zaměstnanců,Nepřímé náklady - sociální požitky,1458.8288309936
Česko,2023,K - Peněžnictví a pojišťovnictví,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,26307.1378505875
Česko,2023,K - Peněžnictví a pojišťovnictví,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1216.6934163951
Česko,2023,K - Peněžnictví a pojišťovnictví,20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,501.0300234207
Česko,2023,K - Peněžnictví a pojišťovnictví,20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,K - Peněžnictví a pojišťovnictví,50 až 99 zaměstnanců,Náklady práce celkem,112808.4791804962
Česko,2023,K - Peněžnictví a pojišťovnictví,50 až 99 zaměstnanců,Přímé náklady celkem,81393.8876429638
Česko,2023,K - Peněžnictví a pojišťovnictví,50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,72364.9731584537
Česko,2023,K - Peněžnictví a pojišťovnictví,50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,9028.91448451
Česko,2023,K - Peněžnictví a pojišťovnictví,50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,1397.5154356902
Česko,2023,K - Peněžnictví a pojišťovnictví,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,27350.7588092323
Česko,2023,K - Peněžnictví a pojišťovnictví,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1803.119249913
Česko,2023,K - Peněžnictví a pojišťovnictví,50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,864.3224206801
Česko,2023,K - Peněžnictví a pojišťovnictví,50 až 99 zaměstnanců,Nepřímé náklady - daně a dotace,-1.1243779832
Česko,2023,K - Peněžnictví a pojišťovnictví,100 až 249 zaměstnanců,Náklady práce celkem,104594.6768008169
Česko,2023,K - Peněžnictví a pojišťovnictví,100 až 249 zaměstnanců,Přímé náklady celkem,75681.6141038905
Česko,2023,K - Peněžnictví a pojišťovnictví,100 až 249 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,67831.6620888071
Česko,2023,K - Peněžnictví a pojišťovnictví,100 až 249 zaměstnanců,Přímé náklady - náhrady mzdy,7849.9520150834
Česko,2023,K - Peněžnictví a pojišťovnictví,100 až 249 zaměstnanců,Nepřímé náklady - sociální požitky,1082.2377793494
Česko,2023,K - Peněžnictví a pojišťovnictví,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,25617.81147076
Česko,2023,K - Peněžnictví a pojišťovnictví,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1514.073795519
Česko,2023,K - Peněžnictví a pojišťovnictví,100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,697.0041530557
Česko,2023,K - Peněžnictví a pojišťovnictví,100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,1.9354982422
Česko,2023,K - Peněžnictví a pojišťovnictví,250 až 499 zaměstnanců,Náklady práce celkem,110750.0127861762
Česko,2023,K - Peněžnictví a pojišťovnictví,250 až 499 zaměstnanců,Přímé náklady celkem,79640.3043964363
Česko,2023,K - Peněžnictví a pojišťovnictví,250 až 499 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,71432.1321176078
Česko,2023,K - Peněžnictví a pojišťovnictví,250 až 499 zaměstnanců,Přímé náklady - náhrady mzdy,8208.1722788285
Česko,2023,K - Peněžnictví a pojišťovnictví,250 až 499 zaměstnanců,Nepřímé náklady - sociální požitky,1868.1790989339
Česko,2023,K - Peněžnictví a pojišťovnictví,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,26270.9571207705
Česko,2023,K - Peněžnictví a pojišťovnictví,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,1958.3711469468
Česko,2023,K - Peněžnictví a pojišťovnictví,250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,1012.2010230886
Česko,2023,K - Peněžnictví a pojišťovnictví,250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,K - Peněžnictví a pojišťovnictví,500 až 999 zaměstnanců,Náklady práce celkem,104665.1099898001
Česko,2023,K - Peněžnictví a pojišťovnictví,500 až 999 zaměstnanců,Přímé náklady celkem,74342.683264177
Česko,2023,K - Peněžnictví a pojišťovnictví,500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,66416.5826865863
Česko,2023,K - Peněžnictví a pojišťovnictví,500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,7926.1005775907
Česko,2023,K - Peněžnictví a pojišťovnictví,500 až 999 zaměstnanců,Nepřímé náklady - sociální požitky,1226.3623789765
Česko,2023,K - Peněžnictví a pojišťovnictví,500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,24031.6375568832
Česko,2023,K - Peněžnictví a pojišťovnictví,500 až 999 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,3669.9177994453
Česko,2023,K - Peněžnictví a pojišťovnictví,500 až 999 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,1394.5089903181
Česko,2023,K - Peněžnictví a pojišťovnictví,500 až 999 zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,K - Peněžnictví a pojišťovnictví,1 000 a více zaměstnanců,Náklady práce celkem,103224.7003213775
Česko,2023,K - Peněžnictví a pojišťovnictví,1 000 a více zaměstnanců,Přímé náklady celkem,71504.5626216895
Česko,2023,K - Peněžnictví a pojišťovnictví,1 000 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,62743.0309570167
Česko,2023,K - Peněžnictví a pojišťovnictví,1 000 a více zaměstnanců,Přímé náklady - náhrady mzdy,8761.5316646727
Česko,2023,K - Peněžnictví a pojišťovnictví,1 000 a více zaměstnanců,Nepřímé náklady - sociální požitky,2967.1272295073
Česko,2023,K - Peněžnictví a pojišťovnictví,1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,23829.6894915042
Česko,2023,K - Peněžnictví a pojišťovnictví,1 000 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,3538.9601757802
Česko,2023,K - Peněžnictví a pojišťovnictví,1 000 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,1384.3608028963
Česko,2023,K - Peněžnictví a pojišťovnictví,1 000 a více zaměstnanců,Nepřímé náklady - daně a dotace,0.0
Česko,2023,L - Činnosti v oblasti nemovitostí,Celkem zaměstnanců,Náklady práce celkem,50332.964260732
Česko,2023,L - Činnosti v oblasti nemovitostí,Celkem zaměstnanců,Přímé náklady celkem,36756.1225758825
Česko,2023,L - Činnosti v oblasti nemovitostí,Celkem zaměstnanců,Přímé náklady - mzdy za vykonanou práci,33309.8655024842
Česko,2023,L - Činnosti v oblasti nemovitostí,Celkem zaměstnanců,Přímé náklady - náhrady mzdy,3446.2570733983
Česko,2023,L - Činnosti v oblasti nemovitostí,Celkem zaměstnanců,Nepřímé náklady - sociální požitky,360.2351502914
Česko,2023,L - Činnosti v oblasti nemovitostí,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,12505.1060415962
Česko,2023,L - Činnosti v oblasti nemovitostí,Celkem zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,529.1986719976
Česko,2023,L - Činnosti v oblasti nemovitostí,Celkem zaměstnanců,Nepřímé náklady - personální náklady/výdaje,229.3175353779
Česko,2023,L - Činnosti v oblasti nemovitostí,Celkem zaměstnanců,Nepřímé náklady - daně a dotace,-47.0157144136
Česko,2023,L - Činnosti v oblasti nemovitostí,1 až 9 zaměstnanců,Náklady práce celkem,40890.9994884713
Česko,2023,L - Činnosti v oblasti nemovitostí,1 až 9 zaměstnanců,Přímé náklady celkem,30160.800256179
Česko,2023,L - Činnosti v oblasti nemovitostí,1 až 9 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,27891.1421712268
Česko,2023,L - Činnosti v oblasti nemovitostí,1 až 9 zaměstnanců,Přímé náklady - náhrady mzdy,2269.6580849522
Česko,2023,L - Činnosti v oblasti nemovitostí,1 až 9 zaměstnanců,Nepřímé náklady - sociální požitky,134.2509813049
Česko,2023,L - Činnosti v oblasti nemovitostí,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,10253.1457116252
Česko,2023,L - Činnosti v oblasti nemovitostí,1 až 9 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,230.741454217
Česko,2023,L - Činnosti v oblasti nemovitostí,1 až 9 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,152.2676600046
Česko,2023,L - Činnosti v oblasti nemovitostí,1 až 9 zaměstnanců,Nepřímé náklady - daně a dotace,-40.2065748594
Česko,2023,L - Činnosti v oblasti nemovitostí,10 až 19 zaměstnanců,Náklady práce celkem,45790.0901468273
Česko,2023,L - Činnosti v oblasti nemovitostí,10 až 19 zaměstnanců,Přímé náklady celkem,33226.0530283329
Česko,2023,L - Činnosti v oblasti nemovitostí,10 až 19 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,29817.0263404806
Česko,2023,L - Činnosti v oblasti nemovitostí,10 až 19 zaměstnanců,Přímé náklady - náhrady mzdy,3409.0266878523
Česko,2023,L - Činnosti v oblasti nemovitostí,10 až 19 zaměstnanců,Nepřímé náklady - sociální požitky,386.9990013262
Česko,2023,L - Činnosti v oblasti nemovitostí,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,11283.6076772595
Česko,2023,L - Činnosti v oblasti nemovitostí,10 až 19 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,601.1200346639
Česko,2023,L - Činnosti v oblasti nemovitostí,10 až 19 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,307.2008480736
Česko,2023,L - Činnosti v oblasti nemovitostí,10 až 19 zaměstnanců,Nepřímé náklady - daně a dotace,-14.890442829
Česko,2023,L - Činnosti v oblasti nemovitostí,20 a více zaměstnanců,Náklady práce celkem,62490.0117548257
Česko,2023,L - Činnosti v oblasti nemovitostí,20 a více zaměstnanců,Přímé náklady celkem,45395.9690297807
Česko,2023,L - Činnosti v oblasti nemovitostí,20 a více zaměstnanců,Přímé náklady - mzdy za vykonanou práci,40654.151363747
Česko,2023,L - Činnosti v oblasti nemovitostí,20 a více zaměstnanců,Přímé náklady - náhrady mzdy,4741.8176660337
Česko,2023,L - Činnosti v oblasti nemovitostí,20 a více zaměstnanců,Nepřímé náklady - sociální požitky,595.0001283009
Česko,2023,L - Činnosti v oblasti nemovitostí,20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,15461.8695374462
Česko,2023,L - Činnosti v oblasti nemovitostí,20 a více zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,824.0817943878
Česko,2023,L - Činnosti v oblasti nemovitostí,20 a více zaměstnanců,Nepřímé náklady - personální náklady/výdaje,280.8406393173
Česko,2023,L - Činnosti v oblasti nemovitostí,20 a více zaměstnanců,Nepřímé náklady - daně a dotace,-67.7493744072
Česko,2023,L - Činnosti v oblasti nemovitostí,20 až 49 zaměstnanců,Náklady práce celkem,56894.1479627826
Česko,2023,L - Činnosti v oblasti nemovitostí,20 až 49 zaměstnanců,Přímé náklady celkem,41379.731067575
Česko,2023,L - Činnosti v oblasti nemovitostí,20 až 49 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,37108.462558097
Česko,2023,L - Činnosti v oblasti nemovitostí,20 až 49 zaměstnanců,Přímé náklady - náhrady mzdy,4271.268509478
Česko,2023,L - Činnosti v oblasti nemovitostí,20 až 49 zaměstnanců,Nepřímé náklady - sociální požitky,464.2320547327
Česko,2023,L - Činnosti v oblasti nemovitostí,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,14066.5518704949
Česko,2023,L - Činnosti v oblasti nemovitostí,20 až 49 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,694.7766421744
Česko,2023,L - Činnosti v oblasti nemovitostí,20 až 49 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,308.0933531264
Česko,2023,L - Činnosti v oblasti nemovitostí,20 až 49 zaměstnanců,Nepřímé náklady - daně a dotace,-19.2370253208
Česko,2023,L - Činnosti v oblasti nemovitostí,50 až 99 zaměstnanců,Náklady práce celkem,64264.7971115491
Česko,2023,L - Činnosti v oblasti nemovitostí,50 až 99 zaměstnanců,Přímé náklady celkem,46567.3728067654
Česko,2023,L - Činnosti v oblasti nemovitostí,50 až 99 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,41684.7877788466
Česko,2023,L - Činnosti v oblasti nemovitostí,50 až 99 zaměstnanců,Přímé náklady - náhrady mzdy,4882.5850279188
Česko,2023,L - Činnosti v oblasti nemovitostí,50 až 99 zaměstnanců,Nepřímé náklady - sociální požitky,612.0554515344
Česko,2023,L - Činnosti v oblasti nemovitostí,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,16113.5083544038
Česko,2023,L - Činnosti v oblasti nemovitostí,50 až 99 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,860.6310840028
Česko,2023,L - Činnosti v oblasti nemovitostí,50 až 99 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,321.7923049823
Česko,2023,L - Činnosti v oblasti nemovitostí,50 až 99 zaměstnanců,Nepřímé náklady - daně a dotace,-210.5628901396
Česko,2023,L - Činnosti v oblasti nemovitostí,100 až 249 zaměstnanců,Náklady práce celkem,65325.4639410915
Česko,2023,L - Činnosti v oblasti nemovitostí,100 až 249 zaměstnanců,Přímé náklady celkem,47235.1382735616
Česko,2023,L - Činnosti v oblasti nemovitostí,100 až 249 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,42503.2097059348
Česko,2023,L - Činnosti v oblasti nemovitostí,100 až 249 zaměstnanců,Přímé náklady - náhrady mzdy,4731.9285676267
Česko,2023,L - Činnosti v oblasti nemovitostí,100 až 249 zaměstnanců,Nepřímé náklady - sociální požitky,638.8776265544
Česko,2023,L - Činnosti v oblasti nemovitostí,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,16241.5191900584
Česko,2023,L - Činnosti v oblasti nemovitostí,100 až 249 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,932.8378223816
Česko,2023,L - Činnosti v oblasti nemovitostí,100 až 249 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,343.0505218371
Česko,2023,L - Činnosti v oblasti nemovitostí,100 až 249 zaměstnanců,Nepřímé náklady - daně a dotace,-65.9594933015
Česko,2023,L - Činnosti v oblasti nemovitostí,250 až 499 zaměstnanců,Náklady práce celkem,69337.0612017061
Česko,2023,L - Činnosti v oblasti nemovitostí,250 až 499 zaměstnanců,Přímé náklady celkem,50767.5277659812
Česko,2023,L - Činnosti v oblasti nemovitostí,250 až 499 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,45224.2197683033
Česko,2023,L - Činnosti v oblasti nemovitostí,250 až 499 zaměstnanců,Přímé náklady - náhrady mzdy,5543.3079976779
Česko,2023,L - Činnosti v oblasti nemovitostí,250 až 499 zaměstnanců,Nepřímé náklady - sociální požitky,857.2104370685
Česko,2023,L - Činnosti v oblasti nemovitostí,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - platby zákonného pojistného,16675.0704687141
Česko,2023,L - Činnosti v oblasti nemovitostí,250 až 499 zaměstnanců,Nepřímé náklady - sociální náklady/výdaje - ostatní,954.2532204194
Česko,2023,L - Činnosti v oblasti nemovitostí,250 až 499 zaměstnanců,Nepřímé náklady - personální náklady/výdaje,89.7953452038
Česko,2023,L - Činnosti v oblasti nemovitostí,250 až 499 zaměstnanců,Nepřímé náklady - daně a dotace,-6.7960356809
Česko,2023,L - Činnosti v oblasti nemovitostí,500 až 999 zaměstnanců,Náklady práce celkem,
Česko,2023,L - Činnosti v oblasti nemovitostí,500 až 999 zaměstnanců,Přímé náklady celkem,
Česko,2023,L - Činnosti v oblasti nemovitostí,500 až 999 zaměstnanců,Přímé náklady - mzdy za vykonanou práci,
Česko,2023,L - Činnosti v oblasti nemovitostí,500 až 999 zaměstnanců,Přímé náklady - náhrady mzdy,
